manufacturerNormalized,radioModelPrefix,architecture,notes
NOKIA,WCVE67L1256A10S60,IDU,
NOKIA,WCVE67L31024A30S,IDU,
NUBEAM,WLIP1130M128Q174MBPS,Unknown,
NUBEAM,WLIP1130M16Q100MBPS,Unknown,
NUBEAM,WLIP1130M32Q125MBPS,Unknown,
NUBEAM,WLIP1130M64Q150MBPS,Unknown,
NUBEAM,WLIP1130MQPSK50MBPS,Unknown,
NUBEAM,WLIP630M,Unknown,
NUBEAM,WLIP630M128Q,Unknown,
NUBEAM,WLIP630M128Q174MBPS,Unknown,
NUBEAM,WLIP630M16Q,Unknown,
NUBEAM,WLIP630M16Q100MBPS,Unknown,
NUBEAM,WLIP630M32Q,Unknown,
NUBEAM,WLIP630M32Q125MBPS,Unknown,
NUBEAM,WLIP630M64Q,Unknown,
NUBEAM,WLIP630M64Q150MBPS,Unknown,
NUBEAM,WLIP630MQPSK,Unknown,
NUBEAM,WLIP630MQPSK150MBPS,Unknown,
NUBEAM,WLIP630MQPSK50MBPS,Unknown,
NUBEAM,WLIP6730M128Q,Unknown,
NUBEAM,WLIP6730M16Q,Unknown,
NUBEAM,WLIP6730M32Q,Unknown,
NUBEAM,WLIP6730M64Q,Unknown,
NUBEAM,WLIP6730MQPSK,Unknown,
WESTERN MULTIPLEX,WM4T6,Unknown,
WESTERN MULTIPLEX,WM645,Unknown,
NOKIA,WQVC61L14A30S44,IDU,
AVIAT,WT41630MACM,Unknown,
AVIAT,WT41660MACM,Unknown,
CAMBIUM,WT41660MACM,Unknown,
AVIAT,WT41L610M64Q45MB,Unknown,
AVIAT,WT41L630M1024Q230MB,Unknown,
AVIAT,WT41L630M128Q154MB,Unknown,
AVIAT,WT41L630M16Q90MB,Unknown,
AVIAT,WT41L630M178AMR,Unknown,
AVIAT,WT41L630M2048Q254MB,Unknown,
AVIAT,WT41L630M256Q178MB,Unknown,
AVIAT,WT41L630M272ACM,Unknown,
AVIAT,WT41L630M32Q101MB,Unknown,
AVIAT,WT41L630M4096Q272MB,Unknown,
AVIAT,WT41L630M4096QAMR,Unknown,
AVIAT,WT41L630M512Q204MB,Unknown,
AVIAT,WT41L630M64Q135MB,Unknown,
AVIAT,WT41L630MACM,Unknown,
AVIAT,WT41L630MQPSK38MB,Unknown,
AVIAT,WT41L660M1024Q462MB,ODU,Comsearch Frequency Coordination Database
AVIAT,WT41L660M128Q313MB,ODU,Comsearch Frequency Coordination Database
AVIAT,WT41L660M16Q181MB,ODU,Comsearch Frequency Coordination Database
AVIAT,WT41L660M2048Q506MB,ODU,Comsearch Frequency Coordination Database
AVIAT,WT41L660M256Q357MB,ODU,Comsearch Frequency Coordination Database
AVIAT,WT41L660M32Q212MB,ODU,Comsearch Frequency Coordination Database
AVIAT,WT41L660M4096Q546MB,ODU,Comsearch Frequency Coordination Database
AVIAT,WT41L660M4096QAMR,Unknown,
AVIAT,WT41L660M512Q408MB,ODU,Comsearch Frequency Coordination Database
AVIAT,WT41L660M546A2CACM,Unknown,
AVIAT,WT41L660M546ACM,Unknown,
AVIAT,WT41L660M64Q265MB,ODU,Comsearch Frequency Coordination Database
AVIAT,WT41L660MACM,Unknown,
AVIAT,WT41L660MQPSK77MB,ODU,Comsearch Frequency Coordination Database
AVIAT,WT41L669MACM,Unknown,
AVIAT,WT41U610M081AMR,Unknown,
AVIAT,WT41U610M1024Q74MB,Unknown,
AVIAT,WT41U610M128Q50MB,Unknown,
AVIAT,WT41U610M16Q27MB,Unknown,
AVIAT,WT41U610M256Q58MB,Unknown,
AVIAT,WT41U610M32Q33MB,Unknown,
AVIAT,WT41U610M512Q66MB,Unknown,
AVIAT,WT41U610M64Q45MB,Unknown,
AVIAT,WT41U610MACM,Unknown,
AVIAT,WT41U610MQPSK13MB,Unknown,
AVIAT,WT41U630M1024Q230MB,Unknown,
AVIAT,WT41U630M128Q154MB,Unknown,
AVIAT,WT41U630M16Q90MB,Unknown,
AVIAT,WT41U630M2048Q254MB,Unknown,
AVIAT,WT41U630M256Q178MB,Unknown,
AVIAT,WT41U630M32Q101MB,Unknown,
AVIAT,WT41U630M4096Q272MB,Unknown,
AVIAT,WT41U630M512Q204MB,Unknown,
AVIAT,WT41U630M64Q135MB,Unknown,
AVIAT,WT41U630MACM,Unknown,
AVIAT,WT41U630MQPSK38MB,Unknown,
AVIAT,WT420,Unknown,
AVIAT,WT420L630M,Unknown,
AVIAT,WT420U630M,Unknown,
AVIAT,WT42660MACM,Unknown,
AVIAT,WT42C,Unknown,
AVIAT,WT42C61012MBPS2048QAM,Unknown,
AVIAT,WT42C61092MBPS4096QAM,Unknown,
AVIAT,WT42C630MACM,Unknown,
AVIAT,WT42C6530MBPS64QAM,Unknown,
AVIAT,WT42C6626MBPS128QAM,Unknown,
AVIAT,WT42C6714MBPS256QAM,Unknown,
AVIAT,WT42C6816MBPS512QAM,Unknown,
AVIAT,WT42C6924MBPS1024QAM,Unknown,
AVIAT,WT42CL630MACM,Unknown,
AVIAT,WT42CL660M1024Q462MB,Unknown,
AVIAT,WT42CL660M1024Q924MB,Unknown,
AVIAT,WT42CL660M128Q313MB,Unknown,
AVIAT,WT42CL660M128Q626MB,Unknown,
AVIAT,WT42CL660M16Q181MB,Unknown,
AVIAT,WT42CL660M16Q182MB,Unknown,
AVIAT,WT42CL660M2048Q1012MB,Unknown,
AVIAT,WT42CL660M2048Q506MB,Unknown,
AVIAT,WT42CL660M256Q357MB,Unknown,
AVIAT,WT42CL660M256Q714MB,Unknown,
AVIAT,WT42CL660M32Q212MB,Unknown,
AVIAT,WT42CL660M4096Q,Unknown,
AVIAT,WT42CL660M4096Q1092MB,Unknown,
AVIAT,WT42CL660M4096Q546MB,Unknown,
AVIAT,WT42CL660M512Q408MB,Unknown,
AVIAT,WT42CL660M512Q816MB,Unknown,
AVIAT,WT42CL660M546ACM,Unknown,
AVIAT,WT42CL660M64Q265MB,Unknown,
AVIAT,WT42CL660M64Q530MB,Unknown,
AVIAT,WT42CL660MACM,Unknown,
AVIAT,WT42CL660MQPSK77MB,Unknown,
AVIAT,WT42O630MACM,Unknown,
AVIAT,WT42O660MACM,Unknown,
SAF TEHNIKA,WT42O660MACM,Unknown,
AVIAT,WT42OL630M,Unknown,
AVIAT,WT42OL630M1024Q230MB,Unknown,
AVIAT,WT42OL630M128Q154MB,Unknown,
AVIAT,WT42OL630M16Q90MB,Unknown,
AVIAT,WT42OL630M2048Q254MB,Unknown,
AVIAT,WT42OL630M256Q178MB,Unknown,
AVIAT,WT42OL630M272ACM,Unknown,
AVIAT,WT42OL630M272AMR,Unknown,
AVIAT,WT42OL630M32Q101MB,Unknown,
AVIAT,WT42OL630M4096Q272MB,Unknown,
AVIAT,WT42OL630M512Q204MB,Unknown,
AVIAT,WT42OL630M64Q135MB,Unknown,
AVIAT,WT42OL630MQPSK38MB,Unknown,
AVIAT,WT42OL660M1024924MB,Unknown,
AVIAT,WT42OL660M1024Q462MB,Unknown,
AVIAT,WT42OL660M128Q313MB,Unknown,
AVIAT,WT42OL660M128Q626MB,Unknown,
AVIAT,WT42OL660M16Q181MB,Unknown,
AVIAT,WT42OL660M16Q362MB,Unknown,
AVIAT,WT42OL660M2048Q1012MB,Unknown,
AVIAT,WT42OL660M2048Q506MB,Unknown,
AVIAT,WT42OL660M256Q357MB,Unknown,
AVIAT,WT42OL660M256Q714MB,Unknown,
AVIAT,WT42OL660M32Q212MB,Unknown,
AVIAT,WT42OL660M32Q424MB,Unknown,
AVIAT,WT42OL660M4096Q1092MB,Unknown,
AVIAT,WT42OL660M4096Q546MB,Unknown,
AVIAT,WT42OL660M4096QAMR,Unknown,
AVIAT,WT42OL660M512Q408MB,Unknown,
AVIAT,WT42OL660M512Q816MB,Unknown,
AVIAT,WT42OL660M546AMR,Unknown,
AVIAT,WT42OL660M64Q265MB,Unknown,
AVIAT,WT42OL660M64Q530MB,Unknown,
AVIAT,WT42OL660MACM,Unknown,
AVIAT,WT42OL660MQPSK154MB,Unknown,
AVIAT,WT42OL660MQPSK77MB,Unknown,
AVIAT,WT42OL6G601012MB2048,Unknown,
AVIAT,WT42OL6G601092MB4096,Unknown,
AVIAT,WT42OL6G60154MBQPSK,Unknown,
AVIAT,WT42OL6G60362MB16,Unknown,
AVIAT,WT42OL6G60424MB32,Unknown,
AVIAT,WT42OL6G60530MB64,Unknown,
AVIAT,WT42OL6G60626MB128,Unknown,
AVIAT,WT42OL6G60714MB256,Unknown,
AVIAT,WT42OL6G60816MB512,Unknown,
AVIAT,WT42OL6G60924MB1024,Unknown,
AVIAT,WT42OU630M,Unknown,
AVIAT,WT42OU630M1024Q460MB,Unknown,
AVIAT,WT42OU630M128Q308MB,Unknown,
AVIAT,WT42OU630M16Q180MB,Unknown,
AVIAT,WT42OU630M2048Q508MB,Unknown,
AVIAT,WT42OU630M256Q356MB,Unknown,
AVIAT,WT42OU630M32Q202MB,Unknown,
AVIAT,WT42OU630M4096Q544MB,Unknown,
AVIAT,WT42OU630M512Q408MB,Unknown,
AVIAT,WT42OU630M64Q270MB,Unknown,
AVIAT,WT42OU630MQPSK76MB,Unknown,
AVIAT,WT45L660M1024Q462MB,Unknown,
AVIAT,WT45L660M128Q313MB,Unknown,
AVIAT,WT45L660M16Q181MB,Unknown,
AVIAT,WT45L660M2048Q506MB,Unknown,
AVIAT,WT45L660M256Q357MB,Unknown,
AVIAT,WT45L660M32Q212MB,Unknown,
AVIAT,WT45L660M4096Q546MB,Unknown,
AVIAT,WT45L660M512Q408MB,Unknown,
AVIAT,WT45L660M64Q265MB,Unknown,
AVIAT,WT45L660MACM,Unknown,
AVIAT,WT45L660MQPSK77MB,Unknown,
AVIAT,WT45XTL660M1024Q462MB,Unknown,
AVIAT,WT45XTL660M128Q313MB,Unknown,
AVIAT,WT45XTL660M16Q181MB,Unknown,
AVIAT,WT45XTL660M2048Q506MB,Unknown,
AVIAT,WT45XTL660M256Q357MB,Unknown,
AVIAT,WT45XTL660M32Q212MB,Unknown,
AVIAT,WT45XTL660M512Q408MB,Unknown,
AVIAT,WT45XTL660M64Q265MB,Unknown,
AVIAT,WT45XTL660MQPSK77MB,Unknown,
AVIAT,WTM4100,Unknown,
AVIAT,WTM4100A2CODU,ODU,ODU is in the model
AVIAT,WTM42OL6G601012MB2048,Unknown,
AVIAT,WTM42OL6G60154MBQPSK,Unknown,
AVIAT,WTM42OL6G60302MB16,Unknown,
AVIAT,WTM42OL6G60376MB32,Unknown,
AVIAT,WTM42OL6G60500MB64,Unknown,
AVIAT,WTM42OL6G60650MB128,Unknown,
AVIAT,WTM42OL6G60748MB256,Unknown,
AVIAT,WTM42OL6G60846MB512,Unknown,
AVIAT,WTM42OL6G60926MB1024,Unknown,
NOKIA,WVC61L4096A30H256,IDU,
NOKIA,WVCE11U2,ODU,
NOKIA,WVCE18U1,ODU,
NOKIA,WVCE61,Unknown,
NOKIA,WVCE610L1256A30S185,IDU,
NOKIA,WVCE61J21024A30S226,Unknown,
NOKIA,WVCE61J2128A30S161,Unknown,
NOKIA,WVCE61J216A30S90,Unknown,
NOKIA,WVCE61J22048A30S236,Unknown,
NOKIA,WVCE61J2256A30S182,Unknown,
NOKIA,WVCE61J232A30S114,Unknown,
NOKIA,WVCE61J24096A30S258,Unknown,
NOKIA,WVCE61J24A30S43,Unknown,
NOKIA,WVCE61J2512A30S205,Unknown,
NOKIA,WVCE61J264A30S136,Unknown,
NOKIA,WVCE61L,IDU,
AVIAT,WVCE61L,IDU,
NOKIA,WVCE61Q11024A30S232,ODU,
NOKIA,WVCE61Q1128A30S163,ODU,
NOKIA,WVCE61Q1128F30S163,ODU,
NOKIA,WVCE61Q116A30S88,ODU,
NOKIA,WVCE61Q12048A30S257,ODU,
NOKIA,WVCE61Q1256A30S186,ODU,
NOKIA,WVCE61Q1256F30S186,ODU,
NOKIA,WVCE61Q132A30S109,ODU,
NOKIA,WVCE61Q14A30S44,ODU,
NOKIA,WVCE61Q1512A30S209,ODU,
NOKIA,WVCE61Q164A30S139,ODU,
NOKIA,WVCE61Q164F30S139,ODU,
NOKIA,WVCE61Q21024A30S232,ODU,
NOKIA,WVCE61Q21024A60S416,ODU,
NOKIA,WVCE61Q2128A30S163,ODU,
NOKIA,WVCE61Q2128A60S29,ODU,
NOKIA,WVCE61Q2128F30S163,ODU,
NOKIA,WVCE61Q216A30S88,ODU,
NOKIA,WVCE61Q216A60S162,ODU,
NOKIA,WVCE61Q22048A30S257,ODU,
NOKIA,WVCE61Q22048A60S461,ODU,
NOKIA,WVCE61Q2256A30S186,ODU,
NOKIA,WVCE61Q2256A60S341,ODU,
NOKIA,WVCE61Q2256F30186,ODU,
NOKIA,WVCE61Q2256F30S186,ODU,
NOKIA,WVCE61Q232A30S109,ODU,
NOKIA,WVCE61Q232A60S201,ODU,
NOKIA,WVCE61Q24A30S44,ODU,
NOKIA,WVCE61Q24QA60S81,ODU,
NOKIA,WVCE61Q2512A30S209,ODU,
NOKIA,WVCE61Q2512A60S383,ODU,
NOKIA,WVCE61Q256F30S186,ODU,
NOKIA,WVCE61Q264A30S139,ODU,
NOKIA,WVCE61Q264A60S254,ODU,
NOKIA,WVCE61Q264F30S139,ODU,
NOKIA,WVCE61Q2QPSKA60S81,ODU,
NOKIA,WVCE61U1024F30S236,ODU,
NOKIA,WVCE61U11024A30S236,ODU,
NOKIA,WVCE61U11024A60S423,ODU,
NOKIA,WVCE61U1128A30S168,ODU,
NOKIA,WVCE61U1128A60S307,ODU,
NOKIA,WVCE61U1128F30S168,ODU,
NOKIA,WVCE61U1128F60S307,ODU,
NOKIA,WVCE61U116A30S91,ODU,
NOKIA,WVCE61U116A60S166,ODU,
NOKIA,WVCE61U12048A30S261,ODU,
NOKIA,WVCE61U12048A60S470,ODU,
NOKIA,WVCE61U1256A30S189,ODU,
NOKIA,WVCE61U1256A60S347,ODU,
NOKIA,WVCE61U128F30S168,ODU,
NOKIA,WVCE61U132A30S114,ODU,
NOKIA,WVCE61U132A60S208,ODU,
NOKIA,WVCE61U14096A30S282,ODU,
NOKIA,WVCE61U14096A30S283,ODU,
NOKIA,WVCE61U14096A60S508,ODU,
NOKIA,WVCE61U14A30S45,ODU,
NOKIA,WVCE61U1512A30S212,ODU,
NOKIA,WVCE61U1512A60S389,ODU,
NOKIA,WVCE61U164A30S142,ODU,
NOKIA,WVCE61U164A60S260,ODU,
NOKIA,WVCE61U164F30S142,ODU,
NOKIA,WVCE61U1A30S45,ODU,
NOKIA,WVCE61U1QA30S45,ODU,
NOKIA,WVCE61U1QA60S83,ODU,
NOKIA,WVCE61U2,ODU,
NOKIA,WVCE61U21024A10S75,ODU,
NOKIA,WVCE61U21024A30S236,ODU,
NOKIA,WVCE61U21024A60423,ODU,
NOKIA,WVCE61U21024A60S423,ODU,
NOKIA,WVCE61U21024A60S423OCM,ODU,
NOKIA,WVCE61U2128A10S54,ODU,
NOKIA,WVCE61U2128A30S168,ODU,
NOKIA,WVCE61U2128A60S307,ODU,
NOKIA,WVCE61U2128A60S307OCM,ODU,
NOKIA,WVCE61U2128F30S168,ODU,
NOKIA,WVCE61U216A10S29,ODU,
NOKIA,WVCE61U216A30S91,ODU,
NOKIA,WVCE61U216A60S166,ODU,
NOKIA,WVCE61U216A60S166OCM,ODU,
NOKIA,WVCE61U22048A10S82,ODU,
NOKIA,WVCE61U22048A30S261,ODU,
NOKIA,WVCE61U22048A60S470,ODU,
NOKIA,WVCE61U22048A60S470OCM,ODU,
NOKIA,WVCE61U2256A10S62,ODU,
NOKIA,WVCE61U2256A30S189,ODU,
NOKIA,WVCE61U2256A60S346,ODU,
NOKIA,WVCE61U2256A60S347,ODU,
NOKIA,WVCE61U2256A60S347OCM,ODU,
NOKIA,WVCE61U2256F30S189,ODU,
NOKIA,WVCE61U232A10S37,ODU,
NOKIA,WVCE61U232A30S114,ODU,
NOKIA,WVCE61U232A60S208,ODU,
NOKIA,WVCE61U232A60S208OCM,ODU,
NOKIA,WVCE61U24096A30S283,ODU,
NOKIA,WVCE61U24096A60S508,ODU,
NOKIA,WVCE61U24096A60S508OCM,ODU,
NOKIA,WVCE61U24A10S14,ODU,
NOKIA,WVCE61U24A30S45,ODU,
NOKIA,WVCE61U2512A10S67,ODU,
NOKIA,WVCE61U2512A30S212,ODU,
NOKIA,WVCE61U2512A60S389,ODU,
NOKIA,WVCE61U2512A60S389OCM,ODU,
NOKIA,WVCE61U2512F30S212,ODU,
NOKIA,WVCE61U256F30S189,ODU,
NOKIA,WVCE61U264A10S46,ODU,
NOKIA,WVCE61U264A30S142,ODU,
NOKIA,WVCE61U264A60S260,ODU,
NOKIA,WVCE61U264A60S260OCM,ODU,
NOKIA,WVCE61U264F30S142,ODU,
NOKIA,WVCE61U2A30S45,ODU,
NOKIA,WVCE61U2QA30S45,ODU,
NOKIA,WVCE61U2QA60S83,ODU,
NOKIA,WVCE61U2QA60S83OCM,ODU,
NOKIA,WVCE61U2QPSKA60S82,ODU,
NOKIA,WVCE61U4096A30S283HP,ODU,
NOKIA,WVCE61U4096A60S508,ODU,
NOKIA,WVCE61U4096A60S508HP,ODU,
NOKIA,WVCE61U512F30S212,ODU,
NOKIA,WVCE61U64F30S142,ODU,
NOKIA,WVCE61UBTSACM,ODU,
NOKIA,WVCE67,Unknown,
NOKIA,WVCE6762512F30S208,Unknown,
NOKIA,WVCE67L,IDU,
AVIAT,WVCE67L,IDU,
NOKIA,WVCE67Q1128F10S53,ODU,
NOKIA,WVCE67Q14A30S44,ODU,
NOKIA,WVCE67Q21024A30S232,ODU,
NOKIA,WVCE67Q2128A30S163,ODU,
NOKIA,WVCE67Q2128F30S163,ODU,
NOKIA,WVCE67Q216A30S88,ODU,
NOKIA,WVCE67Q22048A30S257,ODU,
NOKIA,WVCE67Q2256A30S186,ODU,
NOKIA,WVCE67Q2256F30S186,ODU,
NOKIA,WVCE67Q232A30S109,ODU,
NOKIA,WVCE67Q24A30S44,ODU,
NOKIA,WVCE67Q24QA30S44,ODU,
NOKIA,WVCE67Q2512A30S209,ODU,
NOKIA,WVCE67Q264A30S139,ODU,
NOKIA,WVCE67Q264F30S139,ODU,
NOKIA,WVCE67U1,ODU,
NOKIA,WVCE67U11024A30S236,ODU,
NOKIA,WVCE67U1128A30S168,ODU,
NOKIA,WVCE67U116A30S91,ODU,
NOKIA,WVCE67U12048A30S261,ODU,
NOKIA,WVCE67U1256A30S189,ODU,
NOKIA,WVCE67U132A30S114,ODU,
NOKIA,WVCE67U14096A30S283,ODU,
NOKIA,WVCE67U1512A30S212,ODU,
NOKIA,WVCE67U164A30S142,ODU,
NOKIA,WVCE67U164F10S46,ODU,
NOKIA,WVCE67U1QA30S45,ODU,
NOKIA,WVCE67U2,ODU,
NOKIA,WVCE67U21024A10S75,ODU,
NOKIA,WVCE67U21024A30S236,ODU,
NOKIA,WVCE67U2128A10S54,ODU,
NOKIA,WVCE67U2128A30S168,ODU,
NOKIA,WVCE67U216A10S29,ODU,
NOKIA,WVCE67U216A30S91,ODU,
NOKIA,WVCE67U22048A10S82,ODU,
NOKIA,WVCE67U22048A30S261,ODU,
NOKIA,WVCE67U2256A10S62,ODU,
NOKIA,WVCE67U2256A30S189,ODU,
NOKIA,WVCE67U2256F30S189,ODU,
NOKIA,WVCE67U232A10S37,ODU,
NOKIA,WVCE67U232A30S114,ODU,
NOKIA,WVCE67U24096A30S283,ODU,
NOKIA,WVCE67U24A10S14,ODU,
NOKIA,WVCE67U24A30S45,ODU,
NOKIA,WVCE67U2512A10S67,ODU,
NOKIA,WVCE67U2512A30S212,ODU,
NOKIA,WVCE67U264A10S46,ODU,
NOKIA,WVCE67U264A30S142,ODU,
NOKIA,WVCE67U264F10S46,ODU,
NOKIA,WVCE67U264F30S142,ODU,
NOKIA,WVCE67U2QA10S14,ODU,
NOKIA,WVCE67U2QA30S45,ODU,
NOKIA,WVCE67U64F30S142,ODU,
NOKIA,WVCEL11024A30S227,IDU,
NOKIA,WVCEL164F10S45,IDU,
NOKIA,WVCEL21024A10S72,IDU,
NOKIA,WVCEL21024A30S227,IDU,
NOKIA,WVCEL31024A30S227,IDU,
NOKIA,WVCEU24096A60S508,ODU,
NOKIA,WVCW61L256F30S183,IDU,
NOKIA,WVE67L1256A10S60,IDU,
NOKIA,WVE67L364A30H116,IDU,
NOKIA,WVEC67L364A30H116,IDU,
NERA,XPANDIP6C30128QHP,Unknown,
XYT,YTMWSKYNET,Unknown,
AVIAT,ZI64EL630M267R70,Unknown,
ALCATEL,,Unknown,
AT&T TECHNOLOGIES,,Unknown,
"C O SYSTEMS, INC",,Unknown,
CALIFORNIA MICROWAVE,,Unknown,
COLLINS,,Unknown,
FARINON,,Unknown,
LENKURT,,Unknown,
HARRIS,,Unknown,
Jerrold Electronics,,Unknown,
M/A COM,,Unknown,
MOTOROLA,,Unknown,
MRC,,Unknown,
NEC,,Unknown,
NERA,,Unknown,
NORTEL,,Unknown,
PENINSULA,,Unknown,
ROCKWELL,,Unknown,
SIEMENS,,Unknown,
TADIRAN,,Unknown,
TELESCIENCES,,Unknown,
WESTERN MULTIPLEX,,Unknown,
